Indicator Name,"Indicator Code","Economy Name","Economy Code","2017 [YR2017]"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Timor-Leste","TLS","0.403"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Togo","TGO","0.394"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Tonga","TON","0.457"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Trinidad and Tobago","TTO","NA"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Tunisia","TUN","0.474"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Turkey","TUR","0.58"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Tuvalu","TUV","NA"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Uganda","UGA","NA"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Ukraine","UKR","0.569"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","United Arab Emirates","ARE","NA"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","United Kingdom","GBR","0.764"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","United States","USA","0.715"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Uruguay","URY","NA"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Vanuatu","VUT","0.439"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Vietnam","VNM","NA"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","West Bank and Gaza","PSE","0.518"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Yemen, Rep.","YEM","0.357"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Zambia","ZMB","NA"
"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)","HD.HCI.OVRL.LB.MA","Zimbabwe","ZWE","NA"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Afghanistan","AFG","0.412"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Albania","ALB","0.622"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Algeria","DZA","0.512"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Angola","AGO","0.394"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Argentina","ARG","0.602"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Armenia","ARM","0.565"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Australia","AUS","0.789"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Austria","AUT","0.798"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Azerbaijan","AZE","NA"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Bahrain","BHR","0.656"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Bangladesh","BGD","0.475"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Belgium","BEL","0.763"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Benin","BEN","0.434"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Bosnia and Herzegovina","BIH","0.623"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Botswana","BWA","0.421"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Brazil","BRA","NA"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Bulgaria","BGR","0.674"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Burkina Faso","BFA","0.37"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Burundi","BDI","0.396"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Cambodia","KHM","NA"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Cameroon","CMR","0.421"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Canada","CAN","0.799"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Chad","TCD","0.315"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Chile","CHL","0.669"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","China","CHN","0.666"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Colombia","COL","0.573"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Comoros","COM","0.444"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Congo, Dem. Rep.","COD","0.386"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Congo, Rep.","COG","0.421"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Costa Rica","CRI","0.608"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Cote d'Ivoire","CIV","0.345"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Croatia","HRV","0.716"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Cyprus","CYP","0.754"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Czech Republic","CZE","0.777"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Denmark","DNK","0.774"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Dominican Republic","DOM","0.491"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Ecuador","ECU","0.598"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Egypt, Arab Rep.","EGY","0.485"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","El Salvador","SLV","0.505"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Estonia","EST","0.733"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Eswatini","SWZ","NA"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Ethiopia","ETH","0.398"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Finland","FIN","0.796"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","France","FRA","NA"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Gabon","GAB","0.465"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Gambia, The","GMB","NA"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Georgia","GEO","0.581"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Germany","DEU","0.797"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Ghana","GHA","0.445"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Greece","GRC","0.673"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Guatemala","GTM","0.467"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Guinea","GIN","0.4"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Guyana","GUY","0.487"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Haiti","HTI","0.451"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Honduras","HND","0.495"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Hong Kong SAR, China","HKG","0.824"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Hungary","HUN","0.698"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Iceland","ISL","0.733"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","India","IND","0.437"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Indonesia","IDN","0.531"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Iran, Islamic Rep.","IRN","0.586"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Iraq","IRQ","0.398"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Ireland","IRL","NA"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Israel","ISR","NA"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Italy","ITA","0.775"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Jamaica","JAM","0.519"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Japan","JPN","NA"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Jordan","JOR","0.556"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Kazakhstan","KAZ","0.739"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Kenya","KEN","NA"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Kiribati","KIR","NA"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Korea, Rep.","KOR","0.84"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Kosovo","XKX","0.556"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Kuwait","KWT","0.563"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Kyrgyz Republic","KGZ","0.571"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Lao PDR","LAO","0.457"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Latvia","LVA","0.699"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Lebanon","LBN","0.554"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Lesotho","LSO","NA"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Liberia","LBR","0.32"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Lithuania","LTU","0.683"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Luxembourg","LUX","0.687"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Macao SAR, China","MAC","0.74"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Macedonia, FYR","MKD","0.529"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Madagascar","MDG","0.396"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Malawi","MWI","NA"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Malaysia","MYS","0.613"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Mali","MLI","0.341"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Malta","MLT","0.687"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Mauritania","MRT","0.367"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Mauritius","MUS","NA"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Mexico","MEX","0.603"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Moldova","MDA","0.573"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Mongolia","MNG","NA"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Montenegro","MNE","NA"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Morocco","MAR","0.503"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Mozambique","MOZ","NA"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Myanmar","MMR","0.474"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Namibia","NAM","NA"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Nepal","NPL","NA"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Netherlands","NLD","0.798"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","New Zealand","NZL","0.765"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Nicaragua","NIC","0.529"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Niger","NER","0.335"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Nigeria","NGA","0.365"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Norway","NOR","0.768"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Oman","OMN","0.602"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Pakistan","PAK","0.41"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Panama","PAN","0.535"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Papua New Guinea","PNG","0.408"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Paraguay","PRY","0.546"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Peru","PER","0.586"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Philippines","PHL","0.53"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Poland","POL","0.731"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Portugal","PRT","0.78"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Qatar","QAT","0.6"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Romania","ROU","0.592"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Russian Federation","RUS","0.732"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Rwanda","RWA","0.376"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Saudi Arabia","SAU","0.577"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Senegal","SEN","0.423"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Serbia","SRB","0.759"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Seychelles","SYC","NA"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Sierra Leone","SLE","0.34"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Singapore","SGP","0.889"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Slovak Republic","SVK","0.687"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Slovenia","SVN","0.781"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Solomon Islands","SLB","0.447"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","South Africa","ZAF","0.373"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","South Sudan","SSD","NA"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Spain","ESP","0.738"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Sri Lanka","LKA","NA"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Sudan","SDN","NA"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Sweden","SWE","0.801"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Switzerland","CHE","0.779"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Tajikistan","TJK","0.553"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Tanzania","TZA","0.402"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Thailand","THA","0.584"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Timor-Leste","TLS","0.459"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Togo","TGO","0.438"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Tonga","TON","0.492"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Trinidad and Tobago","TTO","NA"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Tunisia","TUN","0.499"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Turkey","TUR","0.621"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Tuvalu","TUV","NA"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Uganda","UGA","NA"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Ukraine","UKR","0.652"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","United Arab Emirates","ARE","NA"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","United Kingdom","GBR","0.782"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","United States","USA","0.736"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Uruguay","URY","NA"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Vanuatu","VUT","0.476"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Vietnam","VNM","NA"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","West Bank and Gaza","PSE","0.548"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Yemen, Rep.","YEM","0.387"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Zambia","ZMB","NA"
"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)","HD.HCI.OVRL.UB.MA","Zimbabwe","ZWE","NA"
"Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","Afghanistan","AFG","0.403"
"Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","Albania","ALB","0.634"
"Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","Algeria","DZA","0.531"
"Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","Angola","AGO","0.387"
"Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","Argentina","ARG","0.621"
"Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","Armenia","ARM","0.583"
"Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","Australia","AUS","0.813"
"Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","Austria","AUT","0.803"
"Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","Azerbaijan","AZE","0.615"
"Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","Bahrain","BHR","0.681"
"Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","Bangladesh","BGD","0.488"
"Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","Belgium","BEL","0.768"
"Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","Benin","BEN","0.429"
"Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","Bosnia and Herzegovina","BIH","0.629"
"Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","Botswana","BWA","0.445"
"Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","Brazil","BRA","0.568"
"Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","Bulgaria","BGR","0.698"
"Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","Burkina Faso","BFA","0.385"
"Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","Burundi","BDI","0.401"
"Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","Cambodia","KHM","0.507"
"Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","Cameroon","CMR","0.418"
"Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","Canada","CAN","0.807"
"Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","Chad","TCD","0.309"
"Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","Chile","CHL","0.688"
"Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","China","CHN","0.683"
"Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","Colombia","COL","0.606"
"Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","Comoros","COM","0.44"
"Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","Congo, Dem. Rep.","COD","0.385"
"Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","Congo, Rep.","COG","0.443"
"Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","Costa Rica","CRI","0.629"
"Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","Cote d'Ivoire","CIV","0.371"
"Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","Croatia","HRV","0.736"
"Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","Cyprus","CYP","0.76"
"Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","Czech Republic","CZE","0.791"
"Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","Denmark","DNK","0.786"
"Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","Dominican Republic","DOM","0.505"
"Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","Ecuador","ECU","0.612"
"Human Capital Index (HCI), Upper Bound (scale 0-1)","HD.HCI.OVRL.UB","Egypt, Arab Rep.","EGY","0.5"
